"Date"	"Date"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"	"Room Revenue OTB"
"Day"	"DOW"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"	"Room Revenue OTB"
"2023-01-01"	"Su"	"Welcome Hotel Darmstadt"	26	"12.50%"	208	26	94.47	2456.32
"2023-01-01"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	9	"5.20%"	173	9	74.76	672.81
"2023-01-01"	"Su"	"Welcome Residenzschloss Bamberg"	125	"67.93%"	184	125	137.89	17236.58
"2023-01-01"	"Su"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-01"	"Su"	"Welcome Hotel Marburg"	13	"8.67%"	150	13	127.93	1663.13
"2023-01-01"	"Su"	"Welcome Hotel Paderborn"	34	"22.22%"	153	34	77.73	2642.96
"2023-01-01"	"Su"	"Welcome Hotel Bad Arolsen"	62	"52.10%"	119	62	142.90	8859.62
"2023-01-01"	"Su"	"Welcome Hotel Meschede / Hennesee"	45	"39.13%"	115	45	96.19	4328.54
"2023-01-01"	"Su"	"Welcome Hotel Wesel"	22	"21.36%"	103	22	96.81	2129.78
"2023-01-01"	"Su"	"Welcome Hotel Dorf Munsterland"	117	"89.31%"	131	117	47.93	5608.32
"2023-01-01"	"Su"	"Welcome Hotel Neckarsulm"	100	"61.73%"	162	100	63.69	6368.51
"2023-01-01"	"Su"	"Welcome Parkhotel Euskirchen"	26	"28.26%"	92	26	135.26	3516.71
"2023-01-01"	"Su"	"All"	579	"32.88%"	1761	579	95.83	55483.28
"2023-01-02"	"Mo"	"Welcome Hotel Darmstadt"	24	"11.54%"	208	24	98.12	2354.83
"2023-01-02"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	11	"6.36%"	173	11	65.57	721.31
"2023-01-02"	"Mo"	"Welcome Residenzschloss Bamberg"	36	"19.57%"	184	36	93.95	3382.05
"2023-01-02"	"Mo"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-02"	"Mo"	"Welcome Hotel Marburg"	18	"12.00%"	150	18	125.65	2261.69
"2023-01-02"	"Mo"	"Welcome Hotel Paderborn"	38	"24.84%"	153	38	75.70	2876.65
"2023-01-02"	"Mo"	"Welcome Hotel Bad Arolsen"	53	"44.54%"	119	53	93.71	4966.75
"2023-01-02"	"Mo"	"Welcome Hotel Meschede / Hennesee"	11	"9.57%"	115	11	96.99	1066.84
"2023-01-02"	"Mo"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	116.57	3147.44
"2023-01-02"	"Mo"	"Welcome Hotel Dorf Munsterland"	13	"9.92%"	131	13	66.58	865.60
"2023-01-02"	"Mo"	"Welcome Hotel Neckarsulm"	23	"14.20%"	162	23	106.94	2459.55
"2023-01-02"	"Mo"	"Welcome Parkhotel Euskirchen"	26	"28.26%"	92	26	148.87	3870.52
"2023-01-02"	"Mo"	"All"	280	"15.90%"	1761	280	99.90	27973.23
"2023-01-03"	"Tu"	"Welcome Hotel Darmstadt"	25	"12.02%"	208	25	89.14	2228.38
"2023-01-03"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	19	"10.98%"	173	19	81.22	1543.26
"2023-01-03"	"Tu"	"Welcome Residenzschloss Bamberg"	24	"13.04%"	184	24	78.59	1886.11
"2023-01-03"	"Tu"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-03"	"Tu"	"Welcome Hotel Marburg"	34	"22.67%"	150	34	115.60	3930.33
"2023-01-03"	"Tu"	"Welcome Hotel Paderborn"	45	"29.41%"	153	45	75.25	3386.35
"2023-01-03"	"Tu"	"Welcome Hotel Bad Arolsen"	60	"50.42%"	119	60	98.61	5916.72
"2023-01-03"	"Tu"	"Welcome Hotel Meschede / Hennesee"	10	"8.62%"	116	10	100.80	1007.95
"2023-01-03"	"Tu"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	131.27	3544.16
"2023-01-03"	"Tu"	"Welcome Hotel Dorf Munsterland"	12	"9.16%"	131	12	118.05	1416.58
"2023-01-03"	"Tu"	"Welcome Hotel Neckarsulm"	32	"19.75%"	162	32	104.00	3328.16
"2023-01-03"	"Tu"	"Welcome Parkhotel Euskirchen"	32	"34.78%"	92	32	118.80	3801.47
"2023-01-03"	"Tu"	"All"	320	"18.16%"	1762	320	99.97	31989.47
"2023-01-04"	"We"	"Welcome Hotel Darmstadt"	34	"16.35%"	208	34	95.31	3240.52
"2023-01-04"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	20	"11.56%"	173	20	83.26	1665.18
"2023-01-04"	"We"	"Welcome Residenzschloss Bamberg"	35	"19.02%"	184	35	92.37	3232.85
"2023-01-04"	"We"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-04"	"We"	"Welcome Hotel Marburg"	37	"24.67%"	150	37	108.34	4008.54
"2023-01-04"	"We"	"Welcome Hotel Paderborn"	49	"32.03%"	153	49	75.24	3686.66
"2023-01-04"	"We"	"Welcome Hotel Bad Arolsen"	42	"35.29%"	119	42	97.31	4086.86
"2023-01-04"	"We"	"Welcome Hotel Meschede / Hennesee"	10	"8.62%"	116	10	113.16	1131.57
"2023-01-04"	"We"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	111.40	3007.76
"2023-01-04"	"We"	"Welcome Hotel Dorf Munsterland"	10	"7.63%"	131	10	71.79	717.89
"2023-01-04"	"We"	"Welcome Hotel Neckarsulm"	23	"14.20%"	162	23	96.36	2216.18
"2023-01-04"	"We"	"Welcome Parkhotel Euskirchen"	31	"33.70%"	92	31	122.28	3790.63
"2023-01-04"	"We"	"All"	318	"18.05%"	1762	318	96.81	30784.64
"2023-01-05"	"Th"	"Welcome Hotel Darmstadt"	38	"18.27%"	208	38	96.89	3681.91
"2023-01-05"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	8	"4.62%"	173	8	67.63	541.06
"2023-01-05"	"Th"	"Welcome Residenzschloss Bamberg"	25	"13.59%"	184	25	92.28	2307.00
"2023-01-05"	"Th"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-05"	"Th"	"Welcome Hotel Marburg"	37	"24.67%"	150	37	113.80	4210.48
"2023-01-05"	"Th"	"Welcome Hotel Paderborn"	39	"25.49%"	153	39	75.80	2956.19
"2023-01-05"	"Th"	"Welcome Hotel Bad Arolsen"	38	"31.93%"	119	38	87.57	3327.82
"2023-01-05"	"Th"	"Welcome Hotel Meschede / Hennesee"	9	"7.76%"	116	9	110.02	990.19
"2023-01-05"	"Th"	"Welcome Hotel Wesel"	24	"23.30%"	103	24	97.80	2347.15
"2023-01-05"	"Th"	"Welcome Hotel Dorf Munsterland"	4	"3.05%"	131	4	36.89	147.56
"2023-01-05"	"Th"	"Welcome Hotel Neckarsulm"	12	"7.41%"	162	12	106.08	1272.91
"2023-01-05"	"Th"	"Welcome Parkhotel Euskirchen"	35	"38.04%"	92	35	111.71	3909.92
"2023-01-05"	"Th"	"All"	269	"15.27%"	1762	269	95.51	25692.19
"2023-01-06"	"Fr"	"Welcome Hotel Darmstadt"	39	"18.75%"	208	39	87.05	3395.02
"2023-01-06"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	13	"7.51%"	173	13	78.50	1020.45
"2023-01-06"	"Fr"	"Welcome Residenzschloss Bamberg"	51	"27.72%"	184	51	112.48	5736.39
"2023-01-06"	"Fr"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-06"	"Fr"	"Welcome Hotel Marburg"	43	"28.67%"	150	43	110.40	4747.05
"2023-01-06"	"Fr"	"Welcome Hotel Paderborn"	29	"18.95%"	153	29	79.17	2295.87
"2023-01-06"	"Fr"	"Welcome Hotel Bad Arolsen"	32	"26.89%"	119	32	123.00	3936.11
"2023-01-06"	"Fr"	"Welcome Hotel Meschede / Hennesee"	26	"22.41%"	116	26	97.06	2523.54
"2023-01-06"	"Fr"	"Welcome Hotel Wesel"	19	"18.45%"	103	19	103.73	1970.85
"2023-01-06"	"Fr"	"Welcome Hotel Dorf Munsterland"	2	"1.53%"	131	2	4.67	9.35
"2023-01-06"	"Fr"	"Welcome Hotel Neckarsulm"	16	"9.88%"	162	16	94.31	1509.00
"2023-01-06"	"Fr"	"Welcome Parkhotel Euskirchen"	26	"28.26%"	92	26	115.22	2995.69
"2023-01-06"	"Fr"	"All"	296	"16.80%"	1762	296	101.82	30139.32
"2023-01-07"	"Sa"	"Welcome Hotel Darmstadt"	35	"16.83%"	208	35	98.74	3456.06
"2023-01-07"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	34	"19.65%"	173	34	68.18	2318.00
"2023-01-07"	"Sa"	"Welcome Residenzschloss Bamberg"	49	"26.63%"	184	49	95.35	4672.36
"2023-01-07"	"Sa"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-07"	"Sa"	"Welcome Hotel Marburg"	33	"22.00%"	150	33	116.80	3854.39
"2023-01-07"	"Sa"	"Welcome Hotel Paderborn"	37	"24.18%"	153	37	81.77	3025.50
"2023-01-07"	"Sa"	"Welcome Hotel Bad Arolsen"	30	"25.21%"	119	30	120.17	3604.96
"2023-01-07"	"Sa"	"Welcome Hotel Meschede / Hennesee"	14	"12.07%"	116	14	106.67	1493.45
"2023-01-07"	"Sa"	"Welcome Hotel Wesel"	16	"15.53%"	103	16	98.64	1578.19
"2023-01-07"	"Sa"	"Welcome Hotel Dorf Munsterland"	33	"25.19%"	131	33	95.99	3167.63
"2023-01-07"	"Sa"	"Welcome Hotel Neckarsulm"	16	"9.88%"	162	16	101.36	1621.70
"2023-01-07"	"Sa"	"Welcome Parkhotel Euskirchen"	56	"60.87%"	92	56	131.45	7361.26
"2023-01-07"	"Sa"	"All"	353	"20.03%"	1762	353	102.42	36153.50
"2023-01-08"	"Su"	"Welcome Hotel Darmstadt"	26	"12.50%"	208	26	107.05	2783.31
"2023-01-08"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	36	"20.81%"	173	36	89.05	3205.93
"2023-01-08"	"Su"	"Welcome Residenzschloss Bamberg"	15	"8.15%"	184	15	79.43	1191.41
"2023-01-08"	"Su"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-08"	"Su"	"Welcome Hotel Marburg"	31	"20.67%"	150	31	88.11	2731.48
"2023-01-08"	"Su"	"Welcome Hotel Paderborn"	29	"18.95%"	153	29	79.12	2294.43
"2023-01-08"	"Su"	"Welcome Hotel Bad Arolsen"	9	"7.56%"	119	9	87.64	788.80
"2023-01-08"	"Su"	"Welcome Hotel Meschede / Hennesee"	10	"8.62%"	116	10	81.03	810.26
"2023-01-08"	"Su"	"Welcome Hotel Wesel"	22	"21.36%"	103	22	98.54	2167.89
"2023-01-08"	"Su"	"Welcome Hotel Dorf Munsterland"	2	"1.53%"	131	2	60.33	120.66
"2023-01-08"	"Su"	"Welcome Hotel Neckarsulm"	39	"24.07%"	162	39	98.27	3832.68
"2023-01-08"	"Su"	"Welcome Parkhotel Euskirchen"	24	"26.09%"	92	24	104.69	2512.48
"2023-01-08"	"Su"	"All"	243	"13.79%"	1762	243	92.34	22439.33
"2023-01-09"	"Mo"	"Welcome Hotel Darmstadt"	61	"29.33%"	208	61	107.32	6546.56
"2023-01-09"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	99	"57.23%"	173	99	187.68	18580.76
"2023-01-09"	"Mo"	"Welcome Residenzschloss Bamberg"	40	"21.74%"	184	40	94.69	3787.67
"2023-01-09"	"Mo"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-09"	"Mo"	"Welcome Hotel Marburg"	44	"29.33%"	150	44	98.81	4347.82
"2023-01-09"	"Mo"	"Welcome Hotel Paderborn"	64	"41.83%"	153	64	90.17	5770.82
"2023-01-09"	"Mo"	"Welcome Hotel Bad Arolsen"	27	"22.69%"	119	27	85.32	2303.55
"2023-01-09"	"Mo"	"Welcome Hotel Meschede / Hennesee"	22	"18.97%"	116	22	82.86	1822.89
"2023-01-09"	"Mo"	"Welcome Hotel Wesel"	42	"40.78%"	103	42	98.60	4141.34
"2023-01-09"	"Mo"	"Welcome Hotel Dorf Munsterland"	73	"55.73%"	131	73	79.26	5785.65
"2023-01-09"	"Mo"	"Welcome Hotel Neckarsulm"	75	"46.30%"	162	75	115.06	8629.79
"2023-01-09"	"Mo"	"Welcome Parkhotel Euskirchen"	60	"65.22%"	92	60	93.25	5594.92
"2023-01-09"	"Mo"	"All"	607	"34.45%"	1762	607	110.89	67311.77
"2023-01-10"	"Tu"	"Welcome Hotel Darmstadt"	93	"44.71%"	208	93	109.41	10175.13
"2023-01-10"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	137	"79.19%"	173	137	203.98	27944.92
"2023-01-10"	"Tu"	"Welcome Residenzschloss Bamberg"	76	"41.30%"	184	76	100.87	7666.45
"2023-01-10"	"Tu"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00	0.00
"2023-01-10"	"Tu"	"Welcome Hotel Marburg"	45	"30.00%"	150	45	112.33	5054.97
"2023-01-10"	"Tu"	"Welcome Hotel Paderborn"	116	"75.82%"	153	116	94.69	10984.03
"2023-01-10"	"Tu"	"Welcome Hotel Bad Arolsen"	46	"38.66%"	119	46	91.60	4213.77
"2023-01-10"	"Tu"	"Welcome Hotel Meschede / Hennesee"	29	"25.00%"	116	29	87.43	2535.51
"2023-01-10"	"Tu"	"Welcome Hotel Wesel"	53	"51.46%"	103	53	97.20	5151.86
"2023-01-10"	"Tu"	"Welcome Hotel Dorf Munsterland"	83	"63.36%"	131	83	81.23	6742.05
"2023-01-10"	"Tu"	"Welcome Hotel Neckarsulm"	73	"45.06%"	162	73	120.87	8823.58
"2023-01-10"	"Tu"	"Welcome Parkhotel Euskirchen"	72	"78.26%"	92	72	93.02	6697.63
"2023-01-10"	"Tu"	"All"	823	"46.71%"	1762	823	116.63	95989.90
"2023-01-11"	"We"	"Welcome Hotel Darmstadt"	132	"63.46%"	208	132	111.59	14729.26
"2023-01-11"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	127	"73.41%"	173	127	193.68	24596.73
"2023-01-11"	"We"	"Welcome Residenzschloss Bamberg"	71	"38.59%"	184	71	101.73	7222.80
"2023-01-11"	"We"	"Welcome Kongresshotel Bamberg"	79	"46.20%"	171	79	84.92	6708.52
"2023-01-11"	"We"	"Welcome Hotel Marburg"	67	"44.67%"	150	67	116.71	7819.82
"2023-01-11"	"We"	"Welcome Hotel Paderborn"	75	"49.02%"	153	75	91.20	6839.87
"2023-01-11"	"We"	"Welcome Hotel Bad Arolsen"	75	"63.03%"	119	75	95.79	7184.40
"2023-01-11"	"We"	"Welcome Hotel Meschede / Hennesee"	28	"24.14%"	116	28	86.87	2432.24
"2023-01-11"	"We"	"Welcome Hotel Wesel"	56	"54.37%"	103	56	100.04	5602.34
"2023-01-11"	"We"	"Welcome Hotel Dorf Munsterland"	65	"49.62%"	131	65	85.40	5550.97
"2023-01-11"	"We"	"Welcome Hotel Neckarsulm"	68	"41.98%"	162	68	121.74	8278.34
"2023-01-11"	"We"	"Welcome Parkhotel Euskirchen"	66	"71.74%"	92	66	92.02	6073.56
"2023-01-11"	"We"	"All"	909	"51.59%"	1762	909	113.35	103038.85
"2023-01-12"	"Th"	"Welcome Hotel Darmstadt"	107	"51.44%"	208	107	110.68	11843.26
"2023-01-12"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	108	"62.43%"	173	108	154.62	16699.24
"2023-01-12"	"Th"	"Welcome Residenzschloss Bamberg"	37	"20.11%"	184	37	95.87	3547.11
"2023-01-12"	"Th"	"Welcome Kongresshotel Bamberg"	88	"51.46%"	171	88	85.85	7554.91
"2023-01-12"	"Th"	"Welcome Hotel Marburg"	67	"44.67%"	150	67	120.92	8101.35
"2023-01-12"	"Th"	"Welcome Hotel Paderborn"	40	"26.14%"	153	40	92.07	3682.69
"2023-01-12"	"Th"	"Welcome Hotel Bad Arolsen"	60	"50.42%"	119	60	103.40	6203.96
"2023-01-12"	"Th"	"Welcome Hotel Meschede / Hennesee"	30	"25.86%"	116	30	81.37	2441.11
"2023-01-12"	"Th"	"Welcome Hotel Wesel"	31	"30.10%"	103	31	104.70	3245.83
"2023-01-12"	"Th"	"Welcome Hotel Dorf Munsterland"	66	"50.38%"	131	66	79.88	5272.09
"2023-01-12"	"Th"	"Welcome Hotel Neckarsulm"	155	"95.68%"	162	155	107.03	16589.16
"2023-01-12"	"Th"	"Welcome Parkhotel Euskirchen"	36	"39.13%"	92	36	97.76	3519.31
"2023-01-12"	"Th"	"All"	825	"46.82%"	1762	825	107.52	88700.02
"2023-01-13"	"Fr"	"Welcome Hotel Darmstadt"	76	"36.54%"	208	76	97.96	7445.02
"2023-01-13"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	34	"19.65%"	173	34	109.84	3734.73
"2023-01-13"	"Fr"	"Welcome Residenzschloss Bamberg"	30	"16.30%"	184	30	103.77	3113.01
"2023-01-13"	"Fr"	"Welcome Kongresshotel Bamberg"	13	"7.60%"	171	13	107.88	1402.43
"2023-01-13"	"Fr"	"Welcome Hotel Marburg"	38	"25.33%"	150	38	120.39	4574.65
"2023-01-13"	"Fr"	"Welcome Hotel Paderborn"	21	"13.73%"	153	21	77.63	1630.22
"2023-01-13"	"Fr"	"Welcome Hotel Bad Arolsen"	6	"5.04%"	119	6	120.72	724.30
"2023-01-13"	"Fr"	"Welcome Hotel Meschede / Hennesee"	32	"27.59%"	116	32	75.53	2416.81
"2023-01-13"	"Fr"	"Welcome Hotel Wesel"	18	"17.48%"	103	18	100.08	1801.45
"2023-01-13"	"Fr"	"Welcome Hotel Dorf Munsterland"	67	"51.15%"	131	67	86.49	5794.93
"2023-01-13"	"Fr"	"Welcome Hotel Neckarsulm"	11	"6.79%"	162	11	135.20	1487.22
"2023-01-13"	"Fr"	"Welcome Parkhotel Euskirchen"	28	"30.43%"	92	28	112.80	3158.45
"2023-01-13"	"Fr"	"All"	374	"21.23%"	1762	374	99.69	37283.22
"2023-01-14"	"Sa"	"Welcome Hotel Darmstadt"	55	"26.44%"	208	55	103.73	5704.90
"2023-01-14"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	11	"6.36%"	173	11	79.72	876.96
"2023-01-14"	"Sa"	"Welcome Residenzschloss Bamberg"	33	"17.93%"	184	33	104.99	3464.55
"2023-01-14"	"Sa"	"Welcome Kongresshotel Bamberg"	13	"7.60%"	171	13	109.46	1422.99
"2023-01-14"	"Sa"	"Welcome Hotel Marburg"	23	"15.33%"	150	23	117.15	2694.41
"2023-01-14"	"Sa"	"Welcome Hotel Paderborn"	23	"15.03%"	153	23	90.54	2082.45
"2023-01-14"	"Sa"	"Welcome Hotel Bad Arolsen"	10	"8.40%"	119	10	115.05	1150.49
"2023-01-14"	"Sa"	"Welcome Hotel Meschede / Hennesee"	65	"56.03%"	116	65	87.82	5708.10
"2023-01-14"	"Sa"	"Welcome Hotel Wesel"	19	"18.45%"	103	19	106.69	2027.16
"2023-01-14"	"Sa"	"Welcome Hotel Dorf Munsterland"	37	"28.24%"	131	37	91.98	3403.26
"2023-01-14"	"Sa"	"Welcome Hotel Neckarsulm"	13	"8.02%"	162	13	108.05	1404.69
"2023-01-14"	"Sa"	"Welcome Parkhotel Euskirchen"	58	"63.04%"	92	58	128.74	7466.99
"2023-01-14"	"Sa"	"All"	360	"20.43%"	1762	360	103.91	37406.95
"2023-01-15"	"Su"	"Welcome Hotel Darmstadt"	61	"29.33%"	208	61	108.56	6621.95
"2023-01-15"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	13	"7.51%"	173	13	69.76	906.93
"2023-01-15"	"Su"	"Welcome Residenzschloss Bamberg"	12	"6.52%"	184	12	109.00	1308.04
"2023-01-15"	"Su"	"Welcome Kongresshotel Bamberg"	11	"6.43%"	171	11	91.67	1008.32
"2023-01-15"	"Su"	"Welcome Hotel Marburg"	26	"17.33%"	150	26	112.72	2930.81
"2023-01-15"	"Su"	"Welcome Hotel Paderborn"	23	"15.03%"	153	23	92.47	2126.70
"2023-01-15"	"Su"	"Welcome Hotel Bad Arolsen"	5	"4.20%"	119	5	69.50	347.48
"2023-01-15"	"Su"	"Welcome Hotel Meschede / Hennesee"	28	"24.14%"	116	28	82.89	2321.01
"2023-01-15"	"Su"	"Welcome Hotel Wesel"	11	"10.68%"	103	11	102.65	1129.15
"2023-01-15"	"Su"	"Welcome Hotel Dorf Munsterland"	2	"1.53%"	131	2	68.50	137.01
"2023-01-15"	"Su"	"Welcome Hotel Neckarsulm"	34	"20.99%"	162	34	102.80	3495.09
"2023-01-15"	"Su"	"Welcome Parkhotel Euskirchen"	22	"23.91%"	92	22	90.89	1999.64
"2023-01-15"	"Su"	"All"	248	"14.07%"	1762	248	98.11	24332.13
"2023-01-16"	"Mo"	"Welcome Hotel Darmstadt"	197	"94.71%"	208	197	114.21	22500.32
"2023-01-16"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	47	"27.17%"	173	47	70.03	3291.30
"2023-01-16"	"Mo"	"Welcome Residenzschloss Bamberg"	68	"36.96%"	184	68	106.75	7259.07
"2023-01-16"	"Mo"	"Welcome Kongresshotel Bamberg"	24	"14.04%"	171	24	85.62	2054.94
"2023-01-16"	"Mo"	"Welcome Hotel Marburg"	67	"44.67%"	150	67	110.03	7371.87
"2023-01-16"	"Mo"	"Welcome Hotel Paderborn"	67	"43.79%"	153	67	86.95	5825.80
"2023-01-16"	"Mo"	"Welcome Hotel Bad Arolsen"	41	"34.45%"	119	41	94.75	3884.60
"2023-01-16"	"Mo"	"Welcome Hotel Meschede / Hennesee"	47	"40.52%"	116	47	85.16	4002.30
"2023-01-16"	"Mo"	"Welcome Hotel Wesel"	31	"30.10%"	103	31	101.38	3142.88
"2023-01-16"	"Mo"	"Welcome Hotel Dorf Munsterland"	18	"13.74%"	131	18	57.26	1030.67
"2023-01-16"	"Mo"	"Welcome Hotel Neckarsulm"	122	"75.31%"	162	122	124.67	15209.84
"2023-01-16"	"Mo"	"Welcome Parkhotel Euskirchen"	51	"55.43%"	92	51	96.84	4938.78
"2023-01-16"	"Mo"	"All"	780	"44.27%"	1762	780	103.22	80512.37
"2023-01-17"	"Tu"	"Welcome Hotel Darmstadt"	207	"99.52%"	208	207	113.50	23495.27
"2023-01-17"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	83	"47.98%"	173	83	129.87	10779.25
"2023-01-17"	"Tu"	"Welcome Residenzschloss Bamberg"	91	"49.46%"	184	91	103.43	9412.37
"2023-01-17"	"Tu"	"Welcome Kongresshotel Bamberg"	46	"26.90%"	171	46	94.92	4366.32
"2023-01-17"	"Tu"	"Welcome Hotel Marburg"	85	"56.67%"	150	85	108.51	9223.74
"2023-01-17"	"Tu"	"Welcome Hotel Paderborn"	96	"62.75%"	153	96	90.85	8721.48
"2023-01-17"	"Tu"	"Welcome Hotel Bad Arolsen"	44	"36.97%"	119	44	94.91	4175.87
"2023-01-17"	"Tu"	"Welcome Hotel Meschede / Hennesee"	44	"37.93%"	116	44	84.17	3703.70
"2023-01-17"	"Tu"	"Welcome Hotel Wesel"	58	"56.31%"	103	58	99.65	5779.72
"2023-01-17"	"Tu"	"Welcome Hotel Dorf Munsterland"	104	"79.39%"	131	104	90.46	9408.07
"2023-01-17"	"Tu"	"Welcome Hotel Neckarsulm"	122	"75.31%"	162	122	126.99	15492.36
"2023-01-17"	"Tu"	"Welcome Parkhotel Euskirchen"	55	"59.78%"	92	55	94.72	5209.51
"2023-01-17"	"Tu"	"All"	1035	"58.74%"	1762	1035	106.06	109767.66
"2023-01-18"	"We"	"Welcome Hotel Darmstadt"	201	"96.63%"	208	201	117.61	23640.43
"2023-01-18"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	101	"58.38%"	173	101	90.79	9170.05
"2023-01-18"	"We"	"Welcome Residenzschloss Bamberg"	51	"27.72%"	184	51	95.63	4877.21
"2023-01-18"	"We"	"Welcome Kongresshotel Bamberg"	53	"30.99%"	171	53	95.16	5043.36
"2023-01-18"	"We"	"Welcome Hotel Marburg"	87	"58.00%"	150	87	119.80	10423.03
"2023-01-18"	"We"	"Welcome Hotel Paderborn"	74	"48.37%"	153	74	90.22	6676.00
"2023-01-18"	"We"	"Welcome Hotel Bad Arolsen"	47	"39.50%"	119	47	93.43	4391.24
"2023-01-18"	"We"	"Welcome Hotel Meschede / Hennesee"	28	"24.14%"	116	28	79.59	2228.48
"2023-01-18"	"We"	"Welcome Hotel Wesel"	62	"60.19%"	103	62	88.95	5514.60
"2023-01-18"	"We"	"Welcome Hotel Dorf Munsterland"	126	"96.18%"	131	126	82.70	10419.69
"2023-01-18"	"We"	"Welcome Hotel Neckarsulm"	95	"58.64%"	162	95	124.02	11781.86
"2023-01-18"	"We"	"Welcome Parkhotel Euskirchen"	92	"100.00%"	92	92	121.60	11187.21
"2023-01-18"	"We"	"All"	1017	"57.72%"	1762	1017	103.59	105353.16
"2023-01-19"	"Th"	"Welcome Hotel Darmstadt"	199	"95.67%"	208	199	117.74	23430.22
"2023-01-19"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	49	"28.32%"	173	49	88.11	4317.53
"2023-01-19"	"Th"	"Welcome Residenzschloss Bamberg"	28	"15.22%"	184	28	90.36	2529.98
"2023-01-19"	"Th"	"Welcome Kongresshotel Bamberg"	53	"30.99%"	171	53	94.74	5021.25
"2023-01-19"	"Th"	"Welcome Hotel Marburg"	72	"48.00%"	150	72	111.61	8036.24
"2023-01-19"	"Th"	"Welcome Hotel Paderborn"	124	"81.05%"	153	124	87.85	10892.92
"2023-01-19"	"Th"	"Welcome Hotel Bad Arolsen"	66	"55.46%"	119	66	94.46	6234.21
"2023-01-19"	"Th"	"Welcome Hotel Meschede / Hennesee"	43	"37.07%"	116	43	80.01	3440.54
"2023-01-19"	"Th"	"Welcome Hotel Wesel"	46	"44.66%"	103	46	105.38	4847.45
"2023-01-19"	"Th"	"Welcome Hotel Dorf Munsterland"	121	"92.37%"	131	121	73.56	8900.53
"2023-01-19"	"Th"	"Welcome Hotel Neckarsulm"	39	"24.07%"	162	39	119.25	4650.56
"2023-01-19"	"Th"	"Welcome Parkhotel Euskirchen"	92	"100.00%"	92	92	128.52	11823.82
"2023-01-19"	"Th"	"All"	932	"52.89%"	1762	932	100.99	94125.25
"2023-01-20"	"Fr"	"Welcome Hotel Darmstadt"	186	"89.42%"	208	186	103.16	19188.16
"2023-01-20"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	20	"11.56%"	173	20	77.06	1541.29
"2023-01-20"	"Fr"	"Welcome Residenzschloss Bamberg"	37	"20.11%"	184	37	108.85	4027.59
"2023-01-20"	"Fr"	"Welcome Kongresshotel Bamberg"	14	"8.19%"	171	14	87.10	1219.42
"2023-01-20"	"Fr"	"Welcome Hotel Marburg"	33	"22.00%"	150	33	116.03	3829.09
"2023-01-20"	"Fr"	"Welcome Hotel Paderborn"	13	"8.50%"	153	13	78.92	1026.00
"2023-01-20"	"Fr"	"Welcome Hotel Bad Arolsen"	19	"15.97%"	119	19	108.02	2052.35
"2023-01-20"	"Fr"	"Welcome Hotel Meschede / Hennesee"	72	"62.07%"	116	72	93.45	6728.34
"2023-01-20"	"Fr"	"Welcome Hotel Wesel"	13	"12.62%"	103	13	116.54	1515.08
"2023-01-20"	"Fr"	"Welcome Hotel Dorf Munsterland"	11	"8.40%"	131	11	58.85	647.31
