"Date"	"Date"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"
"Day"	"DOW"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"
"2023-01-01"	"Su"	"Welcome Hotel Darmstadt"	26	"12.50%"	208	26	94.47
"2023-01-01"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	9	"5.20%"	173	9	74.76
"2023-01-01"	"Su"	"Welcome Residenzschloss Bamberg"	125	"67.93%"	184	125	137.89
"2023-01-01"	"Su"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00
"2023-01-01"	"Su"	"Welcome Hotel Marburg"	13	"8.67%"	150	13	127.93
"2023-01-01"	"Su"	"Welcome Hotel Paderborn"	34	"22.22%"	153	34	77.73
"2023-01-01"	"Su"	"Welcome Hotel Bad Arolsen"	62	"52.10%"	119	62	142.90
"2023-01-01"	"Su"	"Welcome Hotel Meschede / Hennesee"	45	"39.13%"	115	45	96.19
"2023-01-01"	"Su"	"Welcome Hotel Wesel"	22	"21.36%"	103	22	96.81
"2023-01-01"	"Su"	"Welcome Hotel Dorf Munsterland"	117	"89.31%"	131	117	47.93
"2023-01-01"	"Su"	"Welcome Hotel Neckarsulm"	100	"61.73%"	162	100	63.69
"2023-01-01"	"Su"	"Welcome Parkhotel Euskirchen"	26	"28.26%"	92	26	135.26
"2023-01-01"	"Su"	"All"	579	"32.88%"	1761	579	95.83
"2023-01-02"	"Mo"	"Welcome Hotel Darmstadt"	24	"11.54%"	208	24	98.12
"2023-01-02"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	11	"6.36%"	173	11	65.57
"2023-01-02"	"Mo"	"Welcome Residenzschloss Bamberg"	36	"19.57%"	184	36	93.95
"2023-01-02"	"Mo"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00
"2023-01-02"	"Mo"	"Welcome Hotel Marburg"	18	"12.00%"	150	18	125.65
"2023-01-02"	"Mo"	"Welcome Hotel Paderborn"	38	"24.84%"	153	38	75.70
"2023-01-02"	"Mo"	"Welcome Hotel Bad Arolsen"	53	"44.54%"	119	53	93.71
"2023-01-02"	"Mo"	"Welcome Hotel Meschede / Hennesee"	11	"9.57%"	115	11	96.99
"2023-01-02"	"Mo"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	116.57
"2023-01-02"	"Mo"	"Welcome Hotel Dorf Munsterland"	13	"9.92%"	131	13	66.58
"2023-01-02"	"Mo"	"Welcome Hotel Neckarsulm"	23	"14.20%"	162	23	106.94
"2023-01-02"	"Mo"	"Welcome Parkhotel Euskirchen"	26	"28.26%"	92	26	148.87
"2023-01-02"	"Mo"	"All"	280	"15.90%"	1761	280	99.90
"2023-01-03"	"Tu"	"Welcome Hotel Darmstadt"	25	"12.02%"	208	25	89.14
"2023-01-03"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	19	"10.98%"	173	19	81.22
"2023-01-03"	"Tu"	"Welcome Residenzschloss Bamberg"	24	"13.04%"	184	24	78.59
"2023-01-03"	"Tu"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00
"2023-01-03"	"Tu"	"Welcome Hotel Marburg"	34	"22.67%"	150	34	115.60
"2023-01-03"	"Tu"	"Welcome Hotel Paderborn"	45	"29.41%"	153	45	75.25
"2023-01-03"	"Tu"	"Welcome Hotel Bad Arolsen"	60	"50.42%"	119	60	98.61
"2023-01-03"	"Tu"	"Welcome Hotel Meschede / Hennesee"	10	"8.62%"	116	10	100.80
"2023-01-03"	"Tu"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	131.27
"2023-01-03"	"Tu"	"Welcome Hotel Dorf Munsterland"	12	"9.16%"	131	12	118.05
"2023-01-03"	"Tu"	"Welcome Hotel Neckarsulm"	32	"19.75%"	162	32	104.00
"2023-01-03"	"Tu"	"Welcome Parkhotel Euskirchen"	32	"34.78%"	92	32	118.80
"2023-01-03"	"Tu"	"All"	320	"18.16%"	1762	320	99.97
"2023-01-04"	"We"	"Welcome Hotel Darmstadt"	34	"16.35%"	208	34	95.31
"2023-01-04"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	20	"11.56%"	173	20	83.26
"2023-01-04"	"We"	"Welcome Residenzschloss Bamberg"	35	"19.02%"	184	35	92.37
"2023-01-04"	"We"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00
"2023-01-04"	"We"	"Welcome Hotel Marburg"	37	"24.67%"	150	37	108.34
"2023-01-04"	"We"	"Welcome Hotel Paderborn"	49	"32.03%"	153	49	75.24
"2023-01-04"	"We"	"Welcome Hotel Bad Arolsen"	42	"35.29%"	119	42	97.31
"2023-01-04"	"We"	"Welcome Hotel Meschede / Hennesee"	10	"8.62%"	116	10	113.16
"2023-01-04"	"We"	"Welcome Hotel Wesel"	27	"26.21%"	103	27	111.40
"2023-01-04"	"We"	"Welcome Hotel Dorf Munsterland"	10	"7.63%"	131	10	71.79
"2023-01-04"	"We"	"Welcome Hotel Neckarsulm"	23	"14.20%"	162	23	96.36
"2023-01-04"	"We"	"Welcome Parkhotel Euskirchen"	31	"33.70%"	92	31	122.28
"2023-01-04"	"We"	"All"	318	"18.05%"	1762	318	96.81
"2023-01-05"	"Th"	"Welcome Hotel Darmstadt"	38	"18.27%"	208	38	96.89
"2023-01-05"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	8	"4.62%"	173	8	67.63
"2023-01-05"	"Th"	"Welcome Residenzschloss Bamberg"	25	"13.59%"	184	25	92.28
"2023-01-05"	"Th"	"Welcome Kongresshotel Bamberg"	0	"0.00%"	171	0	0.00
"2023-01-05"	"Th"	"Welcome Hotel Marburg"	37	"24.67%"	150	37	113.80
"2023-01-05"	"Th"	"Welcome Hotel Paderborn"	39	"25.49%"	153	39	75.80
"2023-01-05"	"Th"	"Welcome Hotel Bad Arolsen"	38	"31.93%"	119	38	87.57
"2023-01-05"	"Th"	"Welcome Hotel Meschede / Hennesee"	9	"7.76%"	116	9	110.02
"2023-01-05"	"Th"	"Welcome Hotel Wesel"	24	"23.30%"	103	24	97.80
"2023-01-05"	"Th"	"Welcome Hotel Dorf Munsterland"	4	"3.05%"	131	4	36.89
"2023-01-05"	"Th"	"Welcome Hotel Neckarsulm"	12	"7.41%"	162	12	106.08
"2023-01-05"	"Th"	"Welcome Parkhotel Euskirchen"	35	"38.04%"	92	35	111.71
"2023-01-05"	"Th"	"All"	269	"15.27%"	1762	269	95.51
"2023-01-06"	"Fr"	"Welcome Hotel Darmstadt"	39	"18.75%"	208	39	87.05
